,Cycle,A4,A5,A6,A7,A8,A9,A10,A11,A12,A19,A20,A21,A22,A23,A24,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21
,25,1715.10503309057,1629.13124450578,1557.88050340297,479.952962156844,570.857708015915,557.390930363396,130.669353842994,108.502248707979,104.005036177364,-3.47312489242449,5.61142819069983,1.54692642508917,-3.31515577376831,-3.35721796957841,-4.52499906341609,-0.434496809472421,74.7769552829682,-3.40207996432537,0.882199556887826,-3.8599644447313,-0.131283311495736,0.251718451705528,-2.22860762753544,-2.17240978460313,-0.76140269447842,-1.03698584010863,-5.53664276685458,-4.47549521336941,-2.74961278870569,-0.443423966768023,-1.90837295041956,-2.737107004677,-0.873919262884556,-2.96206405454268,5.20263258586783,0.155703499196534,0.988802360465797,-0.117384215257516,-2.46983687276997,-2.89722170637424,1.88087626218885,-6.633791078596,-12.0989220056981,-1.03661075609352,1.20162958642959,3.08285795041593,-1.36880655074447,-4.98850008013551,-2.75678891708458,-3.54229915004362,-1.65229633224908,-1.11165654225988,-1.42322442176282,-5.38936122706082,3.20454295612126,-3.25936586692978,0.338204623912134,3.22861614513795,2.40031804438331,4.63301802702699
,26,1908.74611034787,1803.30667881609,1733.14533655236,624.441655899932,758.588222588716,746.88259926426,192.171225148806,158.881761909632,154.53616370185,-6.50053779863538,3.38648226256282,-3.14317873704113,-2.58429802784667,-0.589436628350086,-7.47100257778857,-1.49337135280666,76.2188005189792,-3.13779359681121,-0.949733452342116,0.118577126501805,-1.69483828075363,2.06090316459722,-0.165356586880534,-2.12981122263227,-0.846465888697367,-1.57164661967681,-1.57076491629959,-1.55858349805976,0.249338985176109,-1.90499301551017,1.72495058719414,-4.35746366797957,-6.81881633566718,0.345499833671056,12.9566592891219,1.56427904689872,-2.33836056721611,-1.87754005322404,-5.86440781495776,-1.74826187531926,-3.45242108895582,-9.3149232097212,-14.0663994559382,0.00844216653786134,-1.31456425618262,-0.724288383285966,-1.26683222723932,-5.10879739983011,-0.742205459773686,-5.25327859899289,-2.10270334898541,-3.92530936816866,-1.67602714971827,-4.21442881278153,-3.16331999845579,-0.839320471919109,-1.13505822979323,1.21905656596209,-2.37875297671189,3.33110961009288
,27,2079.68608913754,1957.52785834705,1889.14199629845,781.512537669414,969.72734466423,963.988004889222,291.066787104601,237.769817839425,235.898280840739,-1.46934760842578,2.01048444926755,-5.0378062007776,-3.97603976558821,6.37673933575525,-5.53926124384952,-0.937969110923405,78.0091938650166,0.968040006969659,-0.00435879563974595,0.698732462731641,-1.77732477578365,2.66449417717149,0.692565156125056,-2.61828250535746,-1.787297931794,0.14662613763403,-2.21062961954976,-2.65759219324218,-1.22602959273081,2.79541413559946,-3.20466789435341,-2.67266963026805,-9.64439788877007,5.3615121101393,27.8162086512157,-3.92308647063373,-2.97164122844606,-7.35089349994405,0.133521518292582,2.79388396234435,-9.61756665576422,-7.54668477207724,-16.0435383747727,1.82746421202955,0.800742115076901,-0.759144757932972,-2.47914640128511,-0.134988615159727,3.84796213344498,-5.54933363828377,-1.69636627494037,-3.39517661638229,2.19761849636461,-4.21150711266773,-0.927221418319277,-0.376106236657506,-0.732089411980724,4.94917786945643,0.958418772836012,2.36614145529893
,28,2229.79664471075,2092.77919695123,2028.38033878972,946.827811846182,1195.25784933,1199.03036605991,408.399780055896,332.714660042227,337.782134246485,-1.15396386463863,3.32091168101988,-3.15782893925552,-1.88496886985649,8.56744929058868,-5.3478689847625,2.23261455346756,78.1391718931322,3.74456519075966,0.849367666453873,-0.396034185914232,-0.773901505760932,-3.85169338958804,3.81716800384902,-1.66656460925742,-3.36615759876258,0.58112176681243,2.91771030624568,-0.451208735157707,8.19883173424114,3.41455296960203,0.930798506944029,-3.0827025743888,-5.58783506615418,8.18948904763965,53.5394137869034,-2.06830963395714,0.812258624568585,-4.3837490930573,4.89764844331467,2.64213338126274,-2.36588259865903,-5.85097931308792,-15.8305554706017,1.33692223694925,4.98849549403303,2.5279290469025,-1.34883210537691,3.69352533154597,9.29425878673464,2.05180821842987,1.84545389286632,2.37352788973658,6.41946753313186,-2.40975855479428,4.99813538048556,6.37263387961275,5.66560549402902,3.22056425780193,-0.272247992523717,1.80581297096296
,29,2359.4943816361,2210.78162984526,2149.63333311464,1111.58045841201,1420.86337235284,1438.35105057595,555.480567310958,454.191110878083,473.507357576749,3.03471661517597,1.84403715533654,3.34013385452181,-0.282375172193952,19.6236759701192,-5.13239818994634,3.86055309340281,78.5643887124202,6.97260357076584,6.22296625512809,4.05486706708689,3.98779777246318,0.874093872416324,13.8957798969204,-2.46756872861488,1.3112769860918,6.64260426814008,5.05328411493792,3.37169547695294,11.9208617401005,9.68075572440102,8.40353133971485,2.71172119049561,-4.78376486415254,18.5826792292319,89.3293963006809,2.55503507631647,10.0238066453403,5.65061745708636,3.18178725866665,9.0572297474514,-3.8213788908979,1.22730165807752,-14.6392518457533,8.22754535672675,9.28468409223387,5.74447937365949,-2.98457804093778,8.83954554025831,17.0928207986785,5.79911279753878,7.92377392061417,1.98899468229411,10.201029415955,1.07970769428312,9.70512681662876,11.3752631423031,7.21149031353843,0.517339583124794,2.7372484170146,2.76718373838276
,30,2475.30785013656,2313.55460429929,2254.73038491385,1270.79272436287,1638.20603632792,1670.35692177031,726.904384338644,596.94316326913,643.100183641312,8.84566358890561,1.20156923774221,7.52669384287083,1.05930781473353,31.4889438633122,3.27842294685024,10.3506573329428,79.4233926051052,17.5141729605748,5.75665151710973,10.0030516916909,10.9676129995191,-3.59981195443515,25.4531160378574,3.82014566584803,9.22264010402341,6.81022368465528,15.7017861991953,10.1433493506997,25.4112708290058,14.5786201705332,13.0262938902451,5.36329643112413,-0.0139526297593875,33.6236870801608,150.797843425955,2.80223944653289,12.7916390215037,12.5559188213124,22.8419297242426,12.2925504781551,-3.17522951271712,9.2548837932427,-13.3997503631776,12.816436145431,16.4123019214408,12.3578441372442,0.153158624308162,26.2907961921956,34.687502514159,11.7359139724858,8.91859825020674,12.8965203770604,27.6545912200277,10.1919958394351,18.079152841251,21.0276297887303,17.8401530040019,-0.466663870745833,-1.33954370741822,0.679959012591553
,31,2577.32763759717,2404.57709156654,2346.35918253842,1418.57635888492,1837.16672723306,1885.04611381272,919.729488030261,757.530193704547,843.898069060521,13.7494719924389,-0.107487559323999,14.2045978092715,8.54181064401791,54.8267604065272,8.67211093396054,20.8709931935637,82.1818981698034,32.0779518537524,15.9599998593017,19.0966749848685,20.9815784427196,-6.47535854345551,40.8836025480077,10.9428281178607,20.1829672227309,14.2542759244197,30.9949055681859,15.9035578725043,42.0556885453184,24.9901534757514,23.1759497110702,12.218936815073,4.56304240197051,56.2314917325934,235.11407341002,11.01281523843,26.5795010346128,26.8684982078321,42.6194643039457,33.3210555595156,-2.01361293811851,27.3305258203836,-7.54681541641321,27.482586226216,35.1368238061045,27.8728178886877,8.69797019495854,44.8287073157503,58.5641414525962,27.2911047470125,19.840686504946,29.0354669495441,46.0611757308266,20.7693380148362,25.8869626951305,38.7352837814851,29.291348433198,0.588661264317125,-4.21559517185551,1.63812953783008
,32,2666.03810833534,2482.40931201121,2426.65714813625,1553.52599026221,2015.63124763787,2076.91552019901,1119.97650532028,925.855910778112,1065.32705507968,29.5407009784631,4.1077726974454,33.25377396971,20.5612109659992,85.359279929407,18.7407528849835,37.6518042753551,83.2985383448836,52.9811678359774,29.448488642744,31.0032332246483,33.8801105515831,-6.20892737887971,71.3813920553653,16.1354386045664,36.4582850531083,28.9048916378119,54.5072434517438,29.319172053416,67.8079600740984,52.9735404608214,49.0888502270454,26.7539196067669,13.2695739762285,91.1873866595815,332.44975471734,20.7596259925917,52.6761674777508,48.2397357469104,71.6965249131017,52.9543071330386,1.09469511744919,51.0615196874824,0.238340375568441,49.2538508119751,56.9772938150686,44.3511017873493,17.4278124427901,79.5271425962878,98.0783152892623,54.5971695610074,38.9271888704588,50.1771362642576,75.8015962621375,40.0344715049823,48.4386642787495,67.8702218395006,56.5739565261561,3.26708843758752,-1.97121780727548,0.821170876586166
,33,2742.20376348186,2551.91134601983,2497.05899231119,1673.67057634264,2172.91629637691,2246.84904378525,1319.67156964775,1096.68273205888,1294.87836859945,51.25559739035,1.59060344811815,55.4235787485441,29.6303647574996,133.985839766905,36.5210987580358,60.969327387254,87.0877070322294,85.4021075963083,45.843503289741,54.9992589790545,61.5846396985398,-2.93917458633177,117.126781036469,28.5597063631926,63.1108160430563,51.553322337285,85.9628170974029,53.2986816521388,109.204159196096,80.3993913946929,81.2336644121729,49.6867008185536,26.9433065733806,139.401741468933,423.838939969303,37.0172210082551,85.1541162404701,89.5177178435415,122.379945741945,86.2512213623445,6.40288522278206,90.4035214343403,16.6105542802093,73.1602430787748,97.7396954073988,72.6231593850307,35.1321897900093,128.211056121314,154.579093059536,93.5068107698912,64.4211119049405,85.0416647893617,120.098974444035,74.4836310534984,81.184881466098,114.90484779514,87.0520473968377,-0.65128827351009,0.0529035279937489,3.76157325781196
,34,2806.89264461237,2611.8348673404,2559.62060278214,1781.08118188806,2310.96188945922,2395.35601973632,1507.47372462766,1263.36328373906,1521.45972201972,86.294997335724,7.07144756033267,89.7019601214538,58.286285766043,208.551256055123,70.5755264889631,94.2327537471811,87.817749359951,137.916163256411,78.4892243159425,91.9368840508755,99.0565217619633,-4.91256537086838,184.028369099731,50.4946675622559,106.985610253079,84.8760842918787,144.519170378025,89.0190703104604,176.991605466454,127.529302729428,128.393124069837,89.8221831692476,49.6298554049317,217.979967952261,503.451189330875,60.0069516574154,140.01794443571,139.57396014647,195.481406646717,136.901441455503,19.3372895884754,147.646886462186,38.0869957470159,123.991037265007,153.130717696334,113.198395881719,64.2047247889041,203.433493168402,248.50194383951,151.534720697069,105.992094547351,137.240330011313,192.633743198741,117.165877343627,125.534194095543,173.188363491491,134.664001701292,0.0954828203116449,-0.943061181201756,0.628005850546288
,35,2867.98973270412,2668.43026961623,2615.69664180048,1876.24531336881,2433.80894922833,2529.08827565898,1681.3361340198,1419.3830611231,1735.10297291127,134.541142852601,1.13651615465642,140.546739864317,99.0118958588318,327.751442707198,114.759252954411,145.304025135193,85.369489202722,216.683030756059,126.139918041093,147.120636413727,161.234052614756,-6.13803166289381,294.757232475153,76.7222630046454,169.937775084303,135.656643275571,223.503512242572,144.580057606716,279.615220510477,211.139464745297,209.463604674052,144.9525119686,84.1846171374241,335.397583947997,562.959447475186,106.525821281903,213.492326217106,210.18757476786,314.856439758097,220.679732055037,29.6458008711597,232.193572248911,76.3456826744127,195.883410855184,248.976221246653,175.638700178183,109.372916426336,313.530394730696,368.711393374322,237.476633908539,167.956148015776,223.985722174225,308.030383660663,187.05306534237,198.774125595164,284.215988423034,214.332360604459,-0.731417412008341,-0.0422481709329077,3.53401265788989
,36,2921.51980639497,2716.64875106061,2665.71713102458,1963.83557242573,2540.73523454983,2643.98098987875,1835.5581218809,1562.58334510072,1929.33061673344,218.628277487132,0.317768803833587,224.4911122906,152.075073927303,475.490310025892,190.627055517531,228.830525500734,90.5276987788325,348.925012227402,197.490118727223,228.738032844828,262.573744570707,-5.39999693361324,429.676891882955,131.612388255011,276.46343498562,205.141271113068,349.752729042033,223.186292548195,406.092062381343,332.444929442138,327.062929561754,224.062536329299,138.967612730743,474.269536075625,600.918938854602,166.975890127441,334.393402589957,332.125579938537,459.78637849294,346.46895332748,60.197448882263,348.121248335929,137.318161752517,306.355554068567,369.097917662018,282.795947717554,176.484585081653,441.726039318566,527.266914232967,372.631193823158,275.252778574958,353.673184719662,449.49708898079,292.788781704596,307.848764753337,419.197497985042,335.616451491222,-0.192818768589859,3.56162555271521,2.96423280095769
,37,2969.78860495568,2760.1950729762,2710.1487594744,2039.54441945927,2634.0645819398,2745.32351468398,1971.9001508657,1689.22396686168,2101.80493998053,343.796759945195,3.88808768731087,356.792686289945,252.598634682213,658.955608181937,305.034017613262,355.334752816499,91.3576786638628,506.687150412669,318.45140586609,361.872645910294,388.998138752385,-8.42435622963148,595.54323422642,209.382168012584,410.583886363697,319.45013092472,497.092020912795,352.109453039199,562.741615995532,483.789702216422,469.918503623201,346.868810567531,216.459457041896,636.614984618231,622.474119979029,273.631599510011,478.040093770276,470.558505882978,633.480971928009,500.027974459223,94.1513279482738,476.327637982823,215.65577655814,440.192584497042,526.225351728742,411.177718532712,278.780311286752,592.43391746455,719.608371757589,533.480385711895,408.58421428584,509.422250960491,628.472937805038,421.131949698957,439.586563013653,589.791454843212,484.772005403876,-2.01750823957173,0.0207113768901763,2.45444399320559
,38,3009.45794689727,2797.03010398785,2748.12727734852,2105.69791523157,2715.05697501006,2832.36053553235,2090.48054938445,1801.15066029916,2255.57416071178,492.096507275734,-0.54872494461415,518.175113889321,380.467267937928,861.8250281512,449.467418570941,506.46940734632,92.570364754044,696.924101851916,468.352274694904,511.818269880736,551.434359261394,-7.31419045055372,777.852166360494,333.092098876871,582.882146644331,451.703935174108,671.367984848548,501.800728270788,734.309590281508,671.422903914296,641.63535340888,487.679163433497,333.902037571657,803.042210712681,636.038353348667,405.188199950211,650.62394821098,630.578379273585,822.120820116791,687.813159754623,151.512997834238,617.395965602108,335.240501796418,603.236453430269,714.74432623084,568.729736745465,407.649861538073,751.367814903543,925.75697530518,727.009646284947,578.588127499527,696.892093798588,830.837656920474,577.670789689039,602.928266187107,789.117304646301,668.830669135793,0.634902040988891,3.00994599849719,0.787925693108264
,39,3046.77835963424,2832.01499153756,2782.61499350256,2166.2186297801,2786.28988823441,2908.06625003201,2195.91982921621,1899.75913044875,2389.60705337682,664.171183878856,3.8801000383728,713.13346982664,550.669564615803,1064.43397703119,630.737375725158,688.955391606886,95.4794941370251,905.698320957818,654.616555603878,688.662993439462,740.375729268503,-5.13585795698691,953.165475925462,485.510496593713,782.947576198337,604.054209365115,850.184330828029,675.828019817603,900.589857152804,879.915331417472,824.624464658769,643.558410901993,466.91363523932,952.09471255241,646.30821871147,571.662087671258,831.297893984017,792.53734903617,1001.02600925902,890.850944010137,228.245769288484,756.843520123121,469.482184880271,779.568886804855,916.168125156574,744.239515249277,571.278701007628,908.99601423565,1123.92317008496,929.842810516793,774.715798164159,898.986142696614,1036.18929338803,747.421079397656,781.179614443762,995.416204561628,875.627484056069,-2.61476845171319,4.51289867275364,0.100923579100709
,40,3082.19633447912,2863.94316617256,2814.52274031087,2222.17696346194,2849.68099668019,2975.64955753621,2289.14643455319,1989.37608746539,2508.15150338114,841.052747356095,0.371217740990232,924.312469319816,755.382766560387,1239.68706262805,832.644085234575,882.249103083175,99.17828386365,1106.48441835505,863.391978314854,866.676130712954,931.545083003457,-5.91308462675261,1099.48271039325,674.50861776301,987.566118009499,764.425207880817,1013.09243235544,857.033216819042,1042.48703039793,1080.62239890877,993.587852933869,799.367841780473,615.134362244247,1067.54109537865,656.237998595323,755.916742416488,999.233080005761,939.136348615056,1152.91942642256,1083.94880234898,340.118880526846,884.644757600605,616.70844207364,947.633586192143,1106.28033404343,918.398740613953,757.307962658943,1052.87101896115,1288.98580813909,1117.77440596248,974.587600342792,1088.45709301241,1217.05264963399,912.373302160342,953.659212395614,1179.94819584193,1077.79558022995,-3.110805465863,12.7547307353038,-0.00129118974837183
,41,3113.04326027555,2892.27429965256,2844.90666616703,2273.50998423817,2905.78898826853,3035.08818000544,2370.47461889727,2068.13647138013,2609.81480534423,996.164258864292,1.43758364139467,1124.39658354561,977.013087332449,1372.32468065431,1025.06018016189,1062.6717366473,101.139656962099,1272.27888902506,1068.32497565608,1033.69679995972,1099.50841013591,-5.85959006176881,1205.63733234925,881.830699307655,1170.79274296132,914.895407087774,1136.88041434775,1020.0832981704,1145.01921670152,1248.00721531286,1132.0247672841,934.895702714074,760.385948661058,1143.86035550255,668.704389831826,939.347287867554,1132.8134910887,1049.7044315077,1261.87933106153,1244.05731759653,464.634834343278,991.025462086717,759.656551932424,1087.39780025526,1261.40373786499,1070.00600468309,946.036234704811,1177.72962604642,1408.95875240933,1268.38452506686,1152.79177453758,1243.75136852052,1354.95563070265,1053.73003835738,1095.76999917617,1326.73664344681,1249.87525161685,-4.45737235071192,25.995086774939,0.372889262193894
,42,3140.30814429767,2916.38827361651,2871.80302693611,2317.83996159413,2956.15488608216,3092.27995457407,2442.48001894385,2140.48742121351,2700.9224488295,1112.07045900443,-0.796928004786878,1291.28689872877,1186.83226412834,1454.56076151058,1179.12093505244,1208.07350002699,101.980719556851,1388.41539638444,1243.02104262336,1163.43935346663,1227.1918069487,-5.21997458710757,1271.27521330995,1076.13151847849,1311.15564146509,1042.61427910961,1221.44688194238,1147.93147422492,1209.80087786784,1364.93836486187,1227.16851938213,1039.37138668273,886.511813817879,1183.1263133435,683.935536157885,1092.27700037997,1225.29015619253,1124.13359793945,1326.75240018584,1357.68215881201,598.336624101896,1077.61965094102,882.919319349929,1188.4633616428,1373.03410436402,1186.88144359299,1114.8687033157,1281.58398765169,1481.60384762469,1374.53641030902,1289.20683237899,1351.58162872496,1444.83008763018,1159.46655740472,1197.27823553844,1426.90415225819,1374.68050287698,-0.132661377711884,47.7429622994969,-2.35689040765919
,43,3164.11690514873,2938.44062047741,2893.08797442256,2356.68285042468,3000.15901476255,3142.10509887493,2504.91614418353,2202.46754745819,2778.90054903635,1183.60187060621,-1.72935049047555,1410.19462026363,1354.54206877743,1497.59672333611,1285.42372315177,1307.81176094255,103.954844897852,1454.77480527495,1371.91937421402,1249.71621884001,1312.20936196548,-0.786314889267032,1304.59953322029,1230.89189517736,1405.71881999594,1140.78693105311,1268.62030914354,1234.90872837434,1243.23380300443,1433.48547879883,1283.46730247673,1109.18980709447,981.494801402011,1196.62073245528,699.112369103332,1204.52512699896,1278.75808949261,1165.3949416205,1361.15690588714,1426.06226344794,724.268222074797,1145.43128595699,972.617079274553,1250.26622114778,1442.13632974808,1266.18769872108,1246.46706175347,1367.09999352444,1515.59290273938,1436.35118455142,1378.39875596313,1415.91891847202,1492.93036344899,1227.45127713542,1258.64726147352,1487.09578092267,1452.42613178429,-3.57638419100886,72.7307862643415,2.12792176581297
,44,3186.4734839097,2959.32895779186,2913.78537732124,2394.16186102997,3040.45871720026,3188.00752269662,2561.05316154652,2260.14028367536,2849.80569191637,1219.10793429721,-0.435702639723786,1481.58677454914,1469.79329830369,1511.46015911471,1342.74614493187,1365.4289400396,104.575751667219,1481.1199952295,1452.50591195054,1298.59941286093,1358.64467833492,-2.7352154833693,1312.54004400946,1333.57507712606,1459.83281400894,1212.99696861739,1288.33592232335,1285.5779303458,1255.31847923812,1463.81298757813,1306.82396868773,1147.59732629872,1043.11202907514,1191.49533634503,714.960421475837,1272.84696748173,1302.58886977007,1181.69293867973,1372.57294196423,1458.83272091406,830.568565484032,1199.96854932579,1031.18816613879,1279.40847812286,1480.05179327384,1314.41114650842,1336.19994331066,1437.72839145888,1521.85178642751,1461.26954084972,1424.55084104935,1442.55187960908,1508.01693006215,1261.7442337776,1284.80641294365,1511.71880200648,1492.04305370356,-1.72584086686174,119.36778293301,-4.34725752481791
,45,3210.16870719334,2980.33883088861,2934.51711294911,2429.4068362636,3078.12581781353,3227.56355782649,2611.99583414333,2310.08957828465,2911.27261959191,1229.92068183187,-1.6300211796306,1515.86796834392,1533.33497340118,1505.70783421964,1368.16941612255,1388.97286201296,105.388736758177,1479.72636871598,1495.60141557801,1317.45947278826,1375.37929604671,1.19670211509811,1305.51084371857,1389.66498756524,1483.9399643584,1262.24902164743,1285.95665911802,1307.12555032564,1252.95864539773,1465.3142008596,1309.01352996919,1162.82423177111,1075.24222805146,1175.14079092749,731.352807502548,1305.08071521895,1302.72211086431,1178.2091452182,1366.20167079656,1470.73156554314,910.981612603104,1244.2235766485,1059.65100182644,1285.53271544662,1498.4717909418,1339.57207596233,1389.81712522143,1500.19397730058,1507.45248208069,1459.57191559987,1438.34516903749,1444.70667404769,1501.6414896964,1271.83572004977,1287.668902665,1514.77804491438,1502.84740858836,-3.00357723797106,174.966203920607,-1.50598792255141
,46,3231.78247960502,3000.06974700684,2955.68122341492,2463.98787405989,3115.51978109827,3265.38728380891,2659.32961881788,2359.18011994698,2969.23193906836,1224.80371899388,-1.75901950875368,1526.46987338981,1563.61538047322,1489.83963769808,1364.84911770481,1388.70503398606,105.069430570872,1459.07967696807,1510.67509845955,1317.10668900674,1374.44806857132,3.76540421101618,1288.00727698624,1410.7391599843,1487.98106117708,1298.21261915349,1270.14002668126,1308.09590957687,1241.62591854805,1448.94446456743,1297.15242934303,1163.87410676546,1085.78209848173,1149.71115724616,750.456909109687,1315.19559756652,1290.03727956554,1162.45852491658,1341.2840521784,1470.37707533011,966.570169048011,1282.09681698121,1070.05200766124,1275.79936706485,1506.46289009488,1351.11464358814,1419.42644684083,1555.94709756696,1483.17521532742,1440.44998998462,1430.87614625111,1429.14295108576,1479.44127798281,1264.10409992786,1274.33727413358,1505.02159912254,1495.53519900948,-3.52345494776728,250.971654120104,0.350944454302407
,47,3252.38788224775,3018.1077916411,2972.66605714716,2491.86351804839,3147.94867165905,3300.72289638707,2703.38325415692,2403.63152096145,3020.49781616648,1206.5097686468,-4.99279005611061,1522.75760064106,1565.80050980516,1465.72452389095,1344.95428051575,1373.81960948465,106.084450544127,1427.55943630849,1509.89637669559,1300.38629308648,1362.00980272393,7.5840307870576,1267.21404283751,1410.13438268388,1480.53629215298,1325.27415030628,1247.49185563822,1295.57924151322,1224.12484041956,1420.90948971769,1274.62496142614,1153.82736090332,1081.33240876521,1118.2913151251,766.498110606365,1305.29747809489,1266.71258653325,1140.59489989888,1307.65698980928,1461.82486921064,998.87156039987,1314.93847003867,1066.53353236647,1255.70194398905,1508.02032393949,1353.71918633581,1433.39934125494,1608.95424906272,1450.77924434045,1410.04599850116,1408.54048944071,1404.81063727629,1450.53571603523,1246.52337908184,1254.0161673059,1489.77816230685,1476.70089771736,0.0142769059029888,328.286356001553,-1.8818378920023
,48,3266.79908935445,3033.19785257053,2986.89112126498,2517.24586636338,3176.96295366505,3333.57751924581,2741.75457202866,2444.98781611572,3068.34479591221,1181.45848150894,-2.97578380729283,1508.67698611432,1551.24624096184,1443.74925956089,1314.61523770868,1347.82285938442,107.188351077296,1391.69498926554,1500.51435734815,1276.47575916067,1345.46790468707,10.5800927136406,1243.4207347471,1394.92916485496,1468.23159739402,1349.66343439516,1221.70241744336,1273.99084232976,1205.14944597185,1386.96171167141,1247.31528377671,1140.31421989367,1064.39392661801,1085.50034919819,783.288587313738,1290.88160308154,1240.99706595733,1115.60871426675,1272.80589716816,1449.82825324483,1015.98482843651,1343.69482174069,1054.22690240969,1228.70363541986,1505.55862524999,1349.83759857244,1439.54178965482,1653.8213327178,1416.27505653265,1373.63623278764,1378.57195306995,1373.41436188357,1416.06705577654,1221.08523518308,1227.86584181973,1470.68631669013,1452.30372907248,1.86777107546959,404.297100342404,-1.04288744369705
,49,3280.06890619136,3045.76994223577,2999.93016077605,2539.97925732994,3202.19423020262,3361.46270114665,2775.53046376683,2480.15990401034,3109.15084914045,1150.49770952601,-2.13102500633522,1490.06208238631,1524.03967309103,1420.71391704688,1279.64634426485,1318.25656974384,109.151931183115,1355.80355695691,1488.03150069391,1247.49266592159,1325.82878822288,18.0510002845867,1221.84467182578,1371.54920526195,1454.2598888914,1370.56579560603,1196.19401459831,1248.71214755724,1184.90619740215,1351.55328050702,1216.53278802482,1123.59640548455,1043.1330840552,1053.59580298754,798.446110048153,1272.08855645315,1214.25970156397,1090.11962866272,1242.18767922808,1438.19941074269,1024.47794544223,1369.3635923081,1037.91924901448,1198.86173927758,1504.80371143099,1344.10933751992,1441.56611994598,1695.10901625615,1380.91165535993,1334.87302716194,1342.88759977986,1341.71275555641,1380.08148933625,1193.28803198915,1200.54363638209,1449.02711957522,1425.08799651102,3.45970114993088,479.682307232428,-1.25247791432821
,50,3293.71995311921,3058.03335457803,3013.10951864481,2563.03647742753,3226.19011996364,3384.76448062587,2805.39528793984,2513.0200386025,3145.61217892636,1118.72250007641,-5.61564008751066,1470.17150335602,1494.46168664612,1401.05288880238,1243.23368079228,1286.62473520116,112.182210922491,1321.79159200548,1473.23844808205,1218.11331573759,1307.35692959626,24.0080191395209,1201.1274049573,1345.04794439313,1440.05245519272,1390.19081392843,1171.7908681952,1222.30022460822,1166.06554696973,1317.60182498321,1185.88605183335,1107.47486065001,1020.9941891356,1023.55632981707,814.812228596332,1255.98666293999,1190.37517064716,1065.34826466404,1214.49678771233,1429.84068622907,1029.89342258224,1394.27739137026,1020.05143775953,1168.27144524528,1508.03155505674,1338.6233738218,1443.56471083148,1733.54216929418,1348.03836017522,1295.60792491615,1305.68150420735,1310.86165321804,1342.42629300015,1164.30692685807,1173.57189012971,1426.9179119407,1397.95637116501,10.4830109252689,551.617520526256,-2.64042172320706
