,Temperature,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,J1,J2,J3
,83.5,5794.95699024053,5832.95020440688,5773.44811234323,5391.87857159704,5970.41216189267,5830.39732469563,5660.45668638779,5673.63408602092,5831.09825486641,5541.80601077298,5463.91000593422,5367.98651391426,3079.36862311075,5053.66549580984,5161.13758543603,5490.93105717472,5227.99440108923,5427.35098317003,5353.02698279031,5173.11896073409,5326.20400353982,5347.88517431075,5365.22143525388,5299.20008426327,5270.34030571611,5398.41970908659,5510.6296303579,5400.97639479523,5047.47809616928,5356.48036580209,5070.48950295378,5271.4198403774,5169.11961011848,5310.76927163352,5260.70613543676,5355.17227050084,6154.25686576357,5405.72142915215,5344.51704901678,4865.7644570346,5280.73600186726,5335.96460968873,5561.34481776564,5317.94208918937,5326.62153717619,5488.1748127166,5552.77544781179,5590.01575726958,5637.40676056951,5593.34860219698,5539.75932390154,5621.35170129838,5138.98740510127,5257.85807574556,5468.72171336432,5490.63113922566,5452.58723145097,5603.99431718487,5624.60730070381,5437.57643392675,3155.17458744576,3151.54684765701,3014.86026728856
,84,5663.91758558815,5692.75452624768,5631.01028247539,5270.56893878624,5811.58634836027,5681.71381118085,5519.94792310223,5523.22806972892,5682.11630113706,5411.41435622236,5316.63494273394,5236.83844826705,3077.85600840169,4995.55781377449,5098.76227233702,5422.79601465367,5161.00994926578,5362.20466206114,5281.5043003015,5105.32565102178,5250.82109607316,5257.58994729683,5289.87472415388,5226.87024524969,5197.02757715903,5328.28485705224,5438.46153233518,5329.31078871298,4973.10051908825,5280.96494071363,5004.47868279998,5199.95514585818,5098.3494680052,5243.26255580156,5191.02253308625,5281.93868659196,6066.00019322826,5336.12919607236,5265.34215819296,4814.87705596629,5220.89613710059,5263.99199153742,5480.67948881604,5249.14247853198,5251.11858308765,5417.87899315103,5477.84278688996,5511.20163748867,5561.66440466962,5516.18964423446,5466.02450609553,5542.71341386334,5064.33082045175,5182.23785724529,5392.919727589,5411.50614460459,5381.53781367611,5515.64946250257,5549.72006313206,5359.5853486851,3151.57064125941,3148.716137144,3012.48739778229
,84.5,5481.61223243356,5497.52797952314,5432.37147735369,5097.24978907935,5589.16522837525,5473.89725328313,5321.15546662363,5310.93838147563,5470.9394798056,5225.88291698255,5105.98102240625,5050.66495668028,3076.29513999748,4928.62978708398,5025.96868215599,5348.72145059383,5085.33793039665,5292.44530042047,5196.22156850284,5022.94995823105,5165.83294424712,5158.59783041589,5205.21446677274,5143.21716530433,5111.47917483285,5251.465611242,5360.16476689151,5250.10617989689,4888.65575164019,5193.7627006474,4925.96384666535,5121.02204171129,5018.23357403034,5169.36806890676,5111.69995990653,5200.20646628911,5969.9207683987,5255.24898059228,5174.56509219699,4757.09958400366,5154.46876160142,5182.64111352866,5388.94367926195,5165.53229445913,5164.53511111494,5339.73560445627,5393.15135040842,5415.42592860421,5477.78775439115,5421.13576697955,5380.96343775599,5454.70362334352,4980.49470412851,5094.65515798934,5303.17255737744,5318.64336914892,5300.76966027193,5414.99074184492,5466.34029717246,5271.34996957575,3147.855470834,3146.04864871971,3009.96684207405
,85,5237.70393316648,5239.22314237169,5171.20694228823,4861.68712321458,5294.70413433782,5198.49079815937,5053.59209078772,5027.45908471659,5185.48546443399,4968.70407715835,4823.28656033303,4795.98311464004,3075.00711531073,4845.6324875888,4936.66134430466,5264.1930193788,4997.34509438624,5215.15962658361,5090.41449984551,4915.17565502144,5067.10706793584,5044.67838157331,5107.37400252768,5040.89280161441,5007.59141483389,5165.28396187441,5272.29292079817,5158.47304322742,4789.44667332821,5090.82556081049,4827.76029417842,5031.06667489046,4924.3763580133,5085.0205779738,5018.27431805248,5106.40158373825,5861.69704809479,5158.60745900271,5066.65373739065,4688.83128926176,5077.75358550096,5087.91222811015,5280.42382050884,5057.08695503027,5060.99926464115,5249.19454110903,5293.04765594435,5293.56918583522,5380.32371702067,5298.12317299482,5278.78490730188,5354.11291591944,4883.43363282346,4989.80478751053,5191.40947182788,5206.76125182828,5205.05790864086,5295.86262488346,5369.79559728941,5167.49199207549,3144.35549901203,3143.82439668625,3007.46684982653
,85.5,4938.90187506332,4926.24084057548,4857.62200043197,4570.60907666969,4939.9745719658,4865.2045467011,4726.47844348136,4683.66556700049,4835.45332741323,4645.37306874353,4480.11674278345,4480.229696469,3073.84028843512,4738.62329406109,4825.10688967334,5163.90030287366,4894.58615114559,5126.16374325501,4959.21967931397,4775.31625510236,4950.57751355142,4907.51480576407,4992.20994017513,4914.44159267698,4880.69209487174,5067.09574550963,5169.98041773893,5049.95134218148,4670.39583828717,4969.67935378747,4705.00491499945,4927.15922773708,4812.20886527972,4987.21536842401,4907.81729374133,4997.78017672867,5735.10980897277,5044.3669434507,4936.38147038678,4607.2728762118,4988.01220102793,4977.43481332544,5148.38532552901,4916.17022316787,4937.07362348461,5142.73318809893,5174.16763215792,5139.47804082633,5265.68445367115,5141.86156823465,5156.41151458393,5236.98074095728,4769.22099866963,4863.19706386256,5049.43055951364,5073.08231322784,5091.07996134069,5151.29541057773,5256.68606216975,5042.25500459847,3140.74879137904,3141.7275651057,3005.07892594108
,86,4605.13783572614,4580.64117595923,4514.07714485527,4245.31548425616,4551.23532357907,4498.99645517342,4363.08424483304,4305.38438053591,4446.74855307656,4276.96919014063,4102.71743910336,4124.42485283983,3072.83328776229,4601.14453408881,4687.03203397105,5043.57530050187,4773.50983275207,5022.63746624855,4801.17279883536,4600.95256749445,4813.91883779828,4741.92435056977,4856.56886899703,4761.43423549221,4728.56586022393,4952.05062750971,5048.82067727333,4919.46003663528,4528.11594198678,4827.80011223805,4555.61120689456,4805.59861097511,4678.74518714348,4871.81065044993,4777.28297858736,4871.11446073639,5583.9359886869,4911.88198669696,4781.11889635906,4509.92032667011,4882.12122261454,4849.80198568151,4986.76488456088,4739.63619023343,4791.27737202986,5017.13092683109,5033.78117889461,4951.14101642748,5130.97500181721,4950.71635397116,5011.49393025604,5098.34750768953,4633.78638503194,4711.28905375021,4871.24573447279,4916.36498944487,4955.54248494034,4976.80025831471,5122.49549680861,4890.24103859381,3137.19885400744,3139.4374771438,3002.68446463827
,86.5,4261.16635608131,4228.57230837175,4167.62186091394,3915.36867859867,4161.20861753101,4129.90401029425,3994.52665876917,3926.33880265688,4053.00638946914,3895.87362673751,3729.47924118187,3761.32148121805,3071.76809671155,4431.45349693688,4522.73632659687,4902.29293567578,4630.46535036473,4903.03776079957,4620.33250887764,4393.70800277969,4657.96329688671,4549.81156465789,4697.90647698574,4583.20760830676,4549.19336687612,4811.34879501693,4907.2806380659,4762.23009286911,4360.39409389682,4661.90344632984,4381.04695963575,4662.03332718938,4524.59376585101,4733.16498334025,4622.39987092191,4723.49405142769,5403.89596120822,4760.60361234336,4603.57503456886,4394.94219694619,4754.96174136767,4703.97254331692,4795.63221594178,4530.63528910724,4622.02284968265,4867.36046853928,4871.55318540793,4732.34716543256,4971.72663365999,4727.65598014616,4841.43023623931,4934.7663551478,4473.68046794727,4534.72375327681,4660.32051455626,4737.83651754431,4794.0946083694,4773.30367098744,4961.67024523667,4711.40974465221,3133.94063225065,3137.12959930329,3000.47776167635
,87,3937.79278508587,3903.11762654382,3852.6222673381,3616.75633300313,3811.02726923214,3794.83630032675,3661.67624378339,3588.85737199852,3697.32496662779,3547.54212887643,3409.43935581327,3437.15576674535,3070.89464541293,4235.55846714647,4338.48377754242,4741.80888604471,4466.78780045577,4767.25531556243,4424.90519418369,4162.92549312931,4486.51039679625,4337.90173014971,4518.52138340505,4386.24425906745,4345.33112413094,4642.08692188386,4746.82829832589,4579.62686224941,4170.34907808122,4474.08034327618,4188.51216775316,4496.60137266791,4353.01909370471,4569.04346956431,4442.83968351037,4554.92583941711,5195.64393164739,4592.91245345619,4410.23146079237,4264.46984242964,4602.57602810888,4542.98859741924,4579.87857624173,4300.80852017234,4433.06072275834,4691.55501986938,4692.80243685831,4494.9499878684,4787.80674210756,4484.37326662297,4648.07976930186,4749.30587104611,4291.51600072518,4339.04081486211,4426.01067881786,4544.06007209414,4606.35119996454,4546.54921776824,4770.64155452124,4510.35376319598,3131.04140696678,3134.50449355266,2998.46942644204
,87.5,3661.03520120179,3628.11298594089,3589.61622347182,3376.83072193412,3527.10302323772,3519.4773508151,3394.43329348435,3321.38202729592,3412.07653015351,3272.04842054221,3168.63651720527,3186.7577918384,3069.86242113868,4023.90108668819,4140.04035196616,4561.40214303152,4282.8927142351,4611.85700046914,4222.56635450108,3926.53454417848,4301.51141523572,4115.91553120096,4322.61556839055,4181.2302287154,4125.87853873272,4445.4150282644,4569.03794773596,4375.24000426847,3964.25250598156,4266.50721051304,3985.96260397294,4307.93928173174,4163.63545653719,4376.97449815583,4238.11857881565,4361.87230711348,4956.75573520644,4409.54288416267,4206.10920054831,4118.73908764051,4423.53553963024,4366.30784696003,4344.4070496437,4064.81869912138,4230.83981678077,4491.79021860967,4504.87431990095,4253.42111996336,4584.41324756963,4235.88329189116,4437.84305688174,4545.22517368998,4093.3331122188,4131.48933193578,4178.0324568725,4339.60608507193,4393.96967639257,4301.97720683369,4548.8296177591,4289.84067764652,3128.23358917161,3131.47302679144,2996.36575254792
,88,3433.6425565253,3404.53241095869,3377.98362791873,3197.30274430143,3308.11881024865,3303.72937255889,3192.85550597723,3122.39783580126,3197.82704432461,3073.4611376143,3003.37331464833,3010.57686038409,3068.92666117771,3813.81665027684,3938.44410270124,4367.48530248795,4082.87566472062,4438.28600490223,4021.34788436061,3699.73782876386,4106.37651279603,3896.51058630025,4112.78524842598,3973.53201255521,3897.72108043451,4222.07892716402,4375.00336661269,4152.56066312453,3750.75325503152,4043.00600582717,3781.37371287143,4098.68736295415,3963.46218931565,4160.15306308995,4013.39631501884,4147.61711292302,4697.15744711963,4214.66614834255,4003.45178494837,3961.67135987865,4221.2814033175,4176.76501939885,4102.08400021011,3836.47565494772,4019.96019888588,4268.79665658849,4308.62617861408,4015.68097955749,4361.30931870143,3990.71509650399,4212.28136129372,4325.2779586502,3885.31123588857,3919.18733778526,3929.26760315803,4128.12959110769,4160.68068721856,4051.52052866942,4299.93244107848,4058.61590979715,3125.58084259806,3128.33543759089,2994.11853307481
,88.5,3251.5079908688,3228.00279835743,3213.97488279406,3070.67268319364,3146.79472389937,3140.95272355625,3049.14878555698,2983.43198097144,3045.37490743389,2942.60957145453,2902.42491713903,2899.21642752396,3068.41519531319,3622.46608464984,3745.91497980431,4167.5741047429,3874.84868048242,4249.71008084849,3828.79497719532,3493.65751637383,3909.18010504413,3693.849712872,3898.38129026219,3771.6043419156,3670.7850693326,3982.214350042,4172.2066426907,3921.91901406958,3540.7054158733,3812.38062563935,3582.68966121887,3876.22222722048,3761.71665782491,3926.53099565619,3778.1050896374,3920.4227068953,4430.1188385323,4012.84876557177,3812.85973588058,3799.8045226604,4002.62070496037,3980.2240199541,3869.79722525255,3627.6676768192,3807.48541867858,4029.4359303176,4109.28235072499,3791.58162517175,4124.51071390114,3758.16081369654,3978.43248585857,4099.0558255006,3678.10077128915,3713.3934076785,3696.61051454044,3914.80518426721,3914.48528195716,3809.70457942804,4033.42767178067,3830.82347055278,3122.87231382842,3125.2423682341,2991.79368077742
,89,3115.88191389608,3099.44729702685,3097.63681612554,2989.32364382464,3038.47064780147,3028.26007673525,2956.53202860546,2896.13798984931,2947.34270351987,2868.08422401372,2850.24052562209,2839.88009538326,3068.12062647975,3460.45493929927,3569.81117214714,3965.92496674456,3672.86309549669,4049.70130554552,3647.57708100955,3317.38764654703,3715.64205192342,3512.46698040727,3691.08835437689,3581.45101387216,3459.48062158279,3745.8741115378,3964.78578237576,3696.11630944967,3345.69935635803,3588.53906170072,3397.05262095006,3652.97846125628,3563.88639769197,3690.37640485923,3547.28003749133,3692.05119799084,4167.20196723779,3813.33087286369,3638.83798045358,3641.6769914039,3781.77869344754,3783.63608858977,3656.36635009704,3444.23293497767,3604.5841628654,3788.25049297171,3908.41177492545,3586.82771228606,3886.59825895951,3546.60524909196,3748.51945577755,3873.7771888947,3484.95333530068,3522.40974151194,3486.23881239644,3704.89696989889,3670.24267012849,3584.8676360121,3765.98484317923,3615.23157327075,3120.30258172835,3122.16161669276,2989.26270422191
,89.5,3021.8343930171,3011.4173349508,3018.44409293832,2939.39631093281,2968.30014452119,2953.92022084007,2899.30406864075,2842.91541029627,2887.07223758305,2829.58193526886,2822.38223914853,2810.32547455118,3067.89677789262,3329.99822453799,3412.31278337695,3765.60358981063,3485.48665297637,3841.54844610266,3479.42709807476,3177.6904980646,3529.97084408551,3352.53113540514,3497.39485753652,3406.78486609514,3277.56963300641,3528.25834288974,3756.3041644966,3484.56889142376,3175.41163047908,3382.10429583312,3229.28865050012,3439.13830767025,3374.33168256752,3465.64723834645,3334.68920156447,3473.39287458885,3916.43312182056,3626.62905647763,3482.2889801423,3493.39234107459,3576.95411694681,3592.89500103825,3465.51028044593,3287.16516054721,3420.9829974201,3561.58148410966,3708.95123630574,3404.57674433745,3660.69636609447,3362.3811312742,3536.40997780473,3655.18914770172,3313.69747278205,3350.64143343185,3299.05796829589,3501.66715223659,3443.48515322898,3381.75507018451,3517.09756518664,3416.11064173692,3117.90780305124,3119.20353177919,2986.56090681044
,90,2957.80211949405,2952.25242289289,2965.69540653512,2906.53692474931,2921.85329804156,2904.45340688538,2861.39656050048,2808.16159815584,2847.47733251095,2805.83647261051,2804.17082758614,2791.64050242504,3068.06350937784,3234.36628366092,3283.1964364783,3582.37236958038,3324.59093015243,3640.96894072111,3331.4655366264,3073.58330477891,3361.82586697475,3215.88145280661,3322.85833054567,3250.12811359268,3129.30519532104,3336.49563229846,3553.41415440309,3296.30643837041,3036.09080478097,3205.11907988034,3087.41998633457,3250.39637521733,3208.09054109975,3270.60695049278,3157.29975361468,3284.85740457481,3699.13828944875,3467.22221147136,3353.85345446658,3366.96402983078,3403.94774713624,3423.73550206726,3307.95681755945,3160.27588907282,3264.03419852096,3361.27519979329,3514.59888382211,3247.14133618066,3454.49275060835,3208.97478500844,3349.42520315479,3450.38792627835,3169.22742156973,3203.51041396885,3141.87936371118,3314.58505340279,3249.27301180409,3212.01152530291,3305.24930130253,3247.05555635263,3115.5958520026,3116.55159591778,2983.93051973835
,90.5,2919.52989002898,2917.99208668269,2935.78910935609,2886.97818119543,2895.35023791439,2875.8849614338,2839.10587109629,2788.71758111932,2824.1398128555,2791.51808127812,2793.36313989826,2780.10357282813,3068.24518608808,3167.33605390521,3181.7785625484,3422.01775152951,3194.55908755493,3458.14168411008,3207.11806533698,2999.68575513118,3221.17594159876,3106.68416191217,3178.86791378143,3121.02860174904,3019.57187444803,3181.57526696395,3371.33458497508,3142.09197983583,2929.90299056616,3064.43332184382,2974.16278275691,3094.93757692083,3069.51659151624,3111.60239840539,3018.84335720597,3133.32151753632,3518.92735796331,3337.68669654799,3251.41637387302,3265.59512325261,3266.75103634471,3283.22458080915,3185.39580458028,3063.25456382358,3139.85146025567,3200.08793714909,3337.54731638517,3122.47323984174,3282.53733369066,3091.90043388031,3197.89563667277,3270.77470571029,3056.44492913928,3086.17931659409,3018.91132086899,3151.24536733338,3094.87392750672,3078.69267264395,3137.25933513532,3112.88563834487,3113.27278984209,3114.0123333536,2981.51075805467
,91,2902.04501977352,2903.41814719286,2923.02670048693,2877.81381173961,2883.91043762358,2863.6608178535,2829.17086964482,2780.43772836423,2813.764587864,2784.87659984995,2787.70728985768,2774.17848085461,3067.92048810007,3121.08215836219,3104.00376843601,3287.00954749217,3096.88562583008,3299.23563378165,3106.44822462351,2950.81538491955,3108.17196980208,3020.12783021149,3065.38269782121,3018.61361709807,2944.88581003629,3063.92418590285,3212.72426896647,3022.13552942071,2854.24605552232,2959.5871328035,2887.98350794327,2975.69303790177,2958.37082768193,2990.69695994322,2918.47429500955,3019.18926361931,3376.31069678411,3240.1550905144,3171.56225563679,3189.02778752429,3165.83231893848,3172.65206672212,3091.8938674675,2991.92779591705,3047.80877301376,3080.19870251464,3182.76611425316,3027.90929630829,3147.52374523958,3008.193039953,3082.67226416819,3120.11867861339,2973.80294154248,2996.12039764937,2924.11058433262,3017.42543289191,2981.20868024087,2977.52598737834,3013.77958809465,3009.80460329932,3111.19705260082,3111.43311285847,2979.34633657534
,91.5,2895.6052462932,2898.20022427078,2917.51193312163,2873.32870500654,2878.8283683837,2858.84533347365,2824.82486889012,2776.51027137623,2809.26285000647,2781.63581985617,2783.7310502817,2770.45685726329,3067.23900070417,3089.9269444808,3047.01588095594,3179.94117253873,3026.56739629186,3169.12839235072,3030.23197230886,2920.80977731953,3022.19047045158,2954.15458982856,2979.17438361622,2941.26005752408,2897.83503687319,2977.49354899443,3081.44225760126,2934.44898308916,2803.97978358225,2885.47117688301,2826.1834555462,2890.55118792709,2874.3336729495,2905.0799527453,2850.77398336077,2939.43539337627,3271.02837164309,3172.52866384673,3112.24224663169,3134.02005236595,3096.80035672714,3091.32624932517,3024.05358830179,2943.21526552691,2983.83634923527,2997.13135852326,3061.12295954912,2960.76744960023,3047.97064589582,2952.93743261621,3000.3583719532,3006.44257129386,2915.41702340637,2930.32961164207,2854.56016695065,2917.52033498834,2903.66961238458,2905.2655350622,2929.85931930833,2934.51943023283,3109.01408916002,3108.90220239154,2977.23336521734
,92,2892.2920166676,2895.10315453155,2913.51684571651,2869.91145210485,2875.00774753812,2855.65172445811,2821.6722060181,2773.59607805454,2806.10793975637,2779.16046684417,2780.47961642339,2767.18327637499,3066.17289098519,3070.72632861086,3009.49726257886,3102.96144681768,2978.9477405182,3070.83805371193,2977.55602106054,2901.947732504,2961.35187340858,2908.132285407,2917.64651965467,2887.18787780924,2868.70287892225,2915.32444747266,2979.69054719126,2874.75596093009,2772.16755532063,2835.81893726855,2784.94308144432,2834.23915595438,2815.81048887118,2848.28644511969,2807.82740265773,2888.25778220522,3200.19274388553,3128.48787142495,3072.58148586268,3097.58275397908,3050.39046225632,3036.25868390554,2979.38526659031,2913.16771102792,2941.35828173812,2942.34822838722,2972.27313916464,2916.25420887206,2978.26303237896,2918.55451661724,2943.64255573816,2926.82556260995,2876.12554838575,2885.49251387161,2808.42780870026,2849.61306759645,2853.73158289467,2858.2482310362,2875.42488507368,2884.50022232183,3106.44836065258,3106.45150216366,2975.34776449505
,92.5,2889.56539579999,2892.09057107844,2909.76341308377,2866.58328792392,2871.55478748488,2852.69261382429,2818.90904336099,2770.6948186815,2803.2258995365,2776.91121447827,2777.36206883648,2763.8042621363,3064.64775455201,3057.82467305955,2983.47638938373,3047.9748171138,2947.16749315911,2998.92526790905,2942.09923809762,2888.7317251792,2920.58672261892,2878.84051459407,2877.2842097096,2852.28068635626,2851.51139385783,2874.40160416489,2907.41687154522,2836.65034469501,2752.39746941669,2802.80921323678,2757.09785005488,2797.64965458542,2774.880507737,2810.1961819706,2778.95243397785,2854.07051144372,3151.97417759182,3098.63418090923,3044.47179278087,3072.24412554738,3017.50838775788,2998.39481941714,2949.80681183179,2894.11051600104,2913.81834136611,2908.15788494082,2913.32397338722,2888.63242439582,2933.21725878282,2898.12645950316,2906.38429235913,2876.53911172331,2850.91882162691,2856.16606612339,2778.92187468695,2806.56507383028,2821.4616738919,2827.66448631606,2839.34721262476,2850.99225601498,3103.89713992806,3104.0048120773,2973.59585419418
,93,2886.87023419944,2889.18547242316,2906.1617004816,2863.08507025624,2868.31365443065,2850.01245611179,2816.40898328545,2767.67268137502,2800.52068717339,2774.71042397895,2774.44437966348,2760.5158334918,3062.71870472703,3048.69524572592,2965.8271276913,3010.64283430638,2927.06190020956,2948.73214444526,2919.01372488327,2879.59019504199,2892.45718659086,2858.990256946,2850.16927747477,2828.6178397589,2840.05590919936,2847.20045823801,2856.04782000321,2811.95751278919,2739.87475212796,2780.33990807281,2738.0745164368,2774.56202556209,2746.86517960307,2785.8331957305,2760.08397198397,2831.41938146345,3120.82264117248,3079.80464877842,3025.12450372744,3054.73235434484,2995.06566725851,2972.57894781697,2929.64544095868,2881.47908483024,2895.51497641838,2886.07153054634,2876.58934498385,2869.88544805359,2903.81719980648,2884.32479135915,2881.42113120383,2847.1918194103,2834.44515233123,2836.47378217314,2758.66279942806,2781.7926246662,2800.67938329406,2807.17749840773,2815.90507827386,2827.90745236045,3101.19946536489,3101.52875811146,2971.77286386998
,93.5,2884.35178109169,2886.23292098978,2902.46173142193,2859.54379254494,2865.14555145868,2847.26041095242,2813.90758005148,2764.72102368795,2797.87965967588,2772.21110694563,2771.78387321906,2757.08274282752,3060.80501161823,3042.03178459185,2954.3769131099,2986.77958089142,2914.09182407324,2915.62066250462,2904.69515676486,2872.9027830577,2873.48272528396,2845.96826078722,2832.67396514417,2813.27585587251,2832.2723550219,2829.76769295007,2822.07543661718,2796.79295264989,2731.68306255787,2765.11805380699,2725.60322000204,2759.77598684018,2727.78196007395,2770.59008063285,2747.63372132727,2816.54581700255,3101.4814109019,3067.88995546714,3012.26156691991,3042.66669692372,2979.85912350425,2955.25616723728,2916.16626888047,2872.7504846677,2883.58999773286,2871.72971867289,2856.434236173,2857.23228263097,2885.85957850648,2874.68160483774,2865.14370734209,2832.27365839636,2823.09922938634,2823.31802880659,2745.12712209648,2768.4848376197,2787.51781003238,2793.46460203338,2800.94389949544,2812.47783763648,3098.2855794473,3099.19461090081,2969.89052845937
,94,2881.72835523694,2883.18914719611,2898.57114963916,2856.45672679842,2862.29695612329,2844.40310686301,2811.31094961416,2761.90074686726,2795.08238970581,2769.78727579575,2769.2482154428,2753.5964730283,3058.73116062685,3036.84777847862,2947.2528835759,2972.83876661989,2905.79073774221,2895.61420750243,2896.33746800583,2867.77948188879,2860.77699089448,2837.94828589896,2821.94779490117,2804.15302571264,2826.51944575655,2818.37395015972,2801.18533408399,2787.40394002269,2725.51112852104,2754.7175353098,2717.28900199808,2749.35403173044,2715.43816389641,2761.06776932928,2739.31888481798,2806.44745346486,3089.36920378886,3059.75395358492,3004.55927887988,3034.43379856467,2969.92729609712,2943.8091450748,2906.97204019852,2866.85302768698,2875.77360964069,2862.559683629,2844.13984899767,2849.13106628881,2875.06556298284,2867.88186248826,2854.20753174233,2822.79970360818,2815.14178626607,2814.71935424575,2736.56797966096,2760.42578740215,2778.89733192465,2784.04636469862,2791.26639873979,2802.26700898968,3095.10417999491,3096.88745438068,2967.78600857974
,94.5,2878.94626288534,2880.1945528639,2894.74385243102,2853.18993329487,2859.41273320945,2841.53306772126,2808.85371827939,2759.05367989243,2792.30302424213,2767.30419822415,2766.80250067738,2750.18973578795,3056.67987257377,3032.13283189463,2941.70785396934,2962.82529459741,2899.71737313672,2881.27870320446,2889.99882084486,2863.73400393533,2851.15478697353,2832.23663072214,2814.14468486782,2797.24971281858,2821.525640769,2809.94104798803,2786.60382874656,2779.96110482755,2720.34131779411,2746.33020712771,2710.76392957971,2740.98238559044,2706.02357541094,2753.78586249018,2732.66235131018,2798.46748440061,3080.18795205447,3053.24604296803,2998.66814972814,3027.70133145146,2962.09059187068,2934.95638670739,2899.7166126513,2861.69936040957,2869.56100768471,2855.40380684812,2835.13716507868,2842.79841365866,2867.31375934379,2862.20940622267,2845.46332503783,2815.74578511464,2808.79721309748,2807.88667533333,2729.83913010983,2754.05774805561,2772.01425829253,2776.61996425809,2783.66720070934,2794.55403478372,3092.03822952843,3094.60634598667,2965.71314493322
,95,2876.04543106501,2877.19170096704,2890.54914434962,2851.10716967378,2857.20495157652,2838.58817623948,2806.12756141362,2756.30764381508,2789.24009398049,2764.72316627416,2764.12543391954,2746.61769501919,3054.41473280985,3028.25637623801,2938.22540775418,2959.1196477544,2896.14160556502,2876.68470787912,2887.06440307776,2860.3335750763,2844.88222001627,2828.48759741446,2810.88413837622,2794.13074297029,2817.7456257084,2804.57012311083,2780.26791589625,2776.71033013526,2715.51188771294,2741.27701122726,2706.17025750854,2734.68623220636,2700.8413290877,2750.49398573625,2729.18985871772,2793.76744213601,3075.93492685188,3048.42828871818,2996.32975722241,3023.06107008132,2958.68773645772,2930.25486786757,2894.36262339386,2859.44597388029,2866.39618658434,2852.19705783148,2830.70612161119,2839.9563862806,2863.72810595262,2858.26712574998,2839.33336229927,2811.90237658794,2804.13180512682,2804.19023043835,2726.29932560668,2750.77457392848,2768.18306381453,2771.13075134764,2779.83742206469,2789.60238651701,3088.44244612519,3092.30731745458,2962.78430824129
