,Temperature,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,J1
,72,28.5656104921425,30.9997701761182,30.0614764628737,30.0505315816232,32.1707992297797,31.3283337085863,35.3942209440224,34.9550734355641,36.1849148524736,33.867409164986,31.6137572487063,31.082086627635,8.1186087269909,7.27990993184866,4.41619085850675,9.38746866098503,2.21451997429805,9.92000475539233,4.62215808999266,9.97941718780264,11.4794008435287,2.5062789950448,20.4984724482193,4.75609555795946,0.835754195166866,2.27953472581362,12.7022159092185,3.59977333571502,-2.04206654218865,5.34609964520447,1.21126413287698,-0.434695471593235,6.96108121345295,4.01074417712626,0.693402782503843,-1.23765368995824,4.77086378389591,3.27397313898511,4.44804830213305,5.64865750283635,3.54800344790021,3.38609385167331,3.05564411489703,2.33684014639058,-1.6947240226322,3.5027994003093,6.5278850060857,-1.29092194182988,-0.0745864170725478,0.707897801831905,-6.93107911304367,13.9712924550973,1.49145490820426,-4.9732953333546,1.93531009521318,0.234789925247204,-0.158452552418188,-1.15213005963445,1.20128387365128,-1.36275035669731,12.2438364592572
,72.3,61.8921560663078,67.1661687149219,65.1331990028935,65.1094850935143,69.7033983311894,67.8780563686047,76.6874787120491,75.735992443723,78.4006488470266,73.3793865241338,68.4964740388629,67.3445210265415,17.5903189084801,15.7731381856725,9.5684135267688,20.3395154321362,4.79812661098,21.4933436366823,10.0146758616512,21.6220705735734,24.8720351609785,5.43027115593191,44.413356971141,10.3048737089119,1.8108007561951,4.93899190592932,27.5214678033073,7.79950889405029,-4.42447750807257,11.5832158979456,2.62440562123629,-0.941840188450935,15.0823426291457,8.68994571710668,1.50237269542477,-2.6815829949093,10.3368715317744,7.09360846780063,9.63743798795539,12.2387579228088,7.68734080378598,7.33653667862484,6.620562248944,5.06315365051705,-3.67190204903598,7.58939870066949,14.1437508465181,-2.79699754063207,-0.161603903658071,1.53377857063579,-15.0173380782631,30.271133652711,3.23148563444211,-10.775473222267,4.19317187296277,0.508711504700727,-0.34331386357034,-2.49628179587508,2.6027817262451,-2.95262577284461,26.5283123283893
,72.6,57.1312209842872,61.9995403522372,60.1229529257493,60.1010631632439,64.3415984595621,62.6566674171767,70.7884418880481,69.9101468711289,72.3698297049505,67.7348183299711,63.2275144974134,62.1641732552706,16.2372174539816,14.5598198636977,8.83238171702033,18.7749373219719,4.42903994859857,19.8400095107837,9.24431617998721,19.9588343756062,22.9588016870599,5.01255799009243,40.9969448964379,9.51219111591873,1.67150839033241,4.55906945163027,25.4044318184361,7.19954667143118,-4.08413308437332,10.6921992904127,2.42252826575793,-0.869390943185332,13.9221624269036,8.02148835425233,1.3868055650075,-2.47530737991478,9.5417275677903,6.54794627796984,8.89609660426648,11.297315005671,7.09600689580251,6.77218770334605,6.11128822979443,4.67368029278816,-3.38944804526401,7.00559880061803,13.0557700121706,-2.58184388366033,-0.149172834147369,1.41579560366514,-13.8621582260919,27.9425849101932,2.98290981640681,-9.94659066670655,3.87062019042711,0.469579850492892,-0.316905104834101,-2.30426011926776,2.40256774730312,-2.725500713395,24.4876729185131
,72.9,57.1312209843112,61.999540352237,60.1229529257258,60.1010631632414,64.3415984596118,62.6566674172151,70.7884418880451,69.9101468711334,72.3698297049676,67.7348183299669,63.2275144974091,62.1641732552628,16.2372174539828,14.5598198636935,8.83238171696955,18.7749373219756,4.42903994860728,19.8400095107803,9.2443161799747,19.9588343755666,22.9588016870425,5.01255799010058,40.9969448964622,9.51219111594583,1.67150839035799,4.55906945164505,25.4044318184697,7.19954667143365,-4.08413308437768,10.6921992904326,2.42252826572894,-0.869390943192154,13.9221624269322,8.02148835426749,1.38680556498116,-2.47530737987309,9.5417275677507,6.54794627799599,8.8960966042517,11.2973150056678,7.09600689583435,6.77218770336045,6.1112882298075,4.67368029279044,-3.389448045239,7.00559880063698,13.0557700121623,-2.58184388366866,-0.14917283415457,1.41579560362345,-13.8621582260837,27.9425849102014,2.98290981645494,-9.94659066669063,3.87062019040608,0.469579850484744,-0.316905104843007,-2.3042601192833,2.40256774729062,-2.72550071339917,24.4876729185251
,73.2,57.1312209841036,61.9995403522302,60.1229529259175,60.1010631632787,64.3415984592116,62.6566674169048,70.7884418880712,69.9101468711007,72.3698297048266,67.7348183299991,63.2275144974424,62.1641732553197,16.2372174539737,14.5598198637254,8.8323817173413,18.7749373219382,4.4290399485205,19.8400095108097,9.24431618007683,19.9588343758656,22.9588016871772,5.01255799001967,40.9969448962647,9.51219111573058,1.67150839015657,4.55906945150844,25.4044318181944,7.1995466713948,-4.08413308434774,10.6921992902685,2.42252826595196,-0.869390943151605,13.9221624267104,8.02148835414092,1.38680556518504,-2.47530738020998,9.54172756807073,6.54794627778832,8.89609660437524,11.2973150057024,7.09600689557249,6.77218770323994,6.11128822970822,4.67368029274458,-3.38944804543379,7.00559880048881,13.0557700122222,-2.58184388359856,-0.149172834099052,1.41579560395371,-13.8621582261476,27.9425849101394,2.98290981606632,-9.9465906668335,3.87062019057282,0.469579850557125,-0.316905104778774,-2.30426011916374,2.40256774739218,-2.72550071337112,24.487672918446
,73.5,57.0410091744835,61.9431756242301,60.030895326413,60.0172790942505,64.2797130197901,62.5424816809169,70.665486338462,69.8640969605217,72.2295431039836,67.5695992926817,63.1240628909764,61.9621444324673,15.7628175674173,14.0292045808987,8.39132585880445,18.3639710132714,3.82722393351192,19.2897341734168,8.78282040690275,19.3344912263368,22.5250943441917,4.80942425691164,40.6927939034557,9.05503816575163,1.09517226126665,3.92160157898957,24.9910458087138,6.62379790872175,-4.7283178653773,10.1330166726429,1.82179310277149,-1.49355524903096,13.4191740563631,7.46013059723092,0.691416283256672,-3.25019811360032,9.07213587979375,6.03952455088442,8.28895955732056,10.7575310958155,6.63631006080531,6.3507304651254,5.40442528549553,4.16955823042808,-4.01182552382617,6.48526276328369,12.7109706221857,-3.13269215609068,-0.82670810295023,1.02975281606139,-14.5127039512568,27.3043269945811,2.49181917763015,-10.4783747413967,3.42663144229012,-0.0961687557971421,-0.878828550211589,-3.03830926785944,1.75501617835835,-3.48307506054236,24.2146021964705
,73.8,57.5701104513289,62.2254987190862,60.5959148151893,60.5120100189295,64.7462290379159,63.2401280149939,71.5345161067851,70.1974679009895,73.2099951389631,68.6256549320844,63.7798295347075,63.3082012643204,18.5722021545996,17.4164337223099,11.1869736858722,20.8732477505527,7.63796209714011,22.6377521420259,11.7003744626968,23.3352163874133,25.1699460072401,5.99967410404702,42.5489026574159,11.8825794431751,4.77606973750975,7.95372392535626,27.5631562112367,10.2055407590547,-0.615418823709319,13.6832801932502,5.59101329700733,2.34875280360768,16.5356193986277,10.9919398615837,5.02799008844931,1.65110909408876,11.9241293852101,9.20650026748509,12.0675754480186,14.0959680798054,9.30813608305812,8.87448259895753,9.83781587046697,7.32905086511588,-0.0228388395479821,9.73323073314058,14.9048737832927,0.314126006512462,3.4246871655777,3.4177582967078,-10.4303469181127,31.376598489176,5.5122240894453,-7.18113215964271,6.16750085447033,3.45206766694313,2.6494326888682,1.68977840039853,5.84183203702897,1.39921019312321,25.9715641935996
,74.1,59.0061531320199,63.4227214254016,61.789302844371,61.718881411572,64.9291840862346,64.7647995711352,72.2986776485188,70.5205866826907,74.2239312926599,70.4810715725946,64.9767469960004,65.1916549214498,25.3157605440953,23.0899017805281,16.1588752722165,25.9799485631855,14.3839350538294,29.7319818444385,16.9211594464228,29.9761757824922,30.636616141227,8.95582410388727,46.3018896295233,17.4707826944384,10.9225710799583,14.9835428068949,32.3974320273978,17.0865220166849,6.31188784262993,19.8445151410372,12.5027897446271,9.93772505376967,22.6416861763852,17.357699190193,13.3059768147727,10.365246675978,17.9808265577371,15.2519487979297,19.4070703547646,20.6617120557146,16.0193583379422,14.462819636653,18.137068842517,13.112777554972,6.53601599991381,15.7866350344165,18.7002756803471,6.74322893164439,11.2845202057459,8.10614944323011,-2.94140497835599,38.3372209646965,11.5798140205343,-0.848741547491159,11.6037009113571,10.040054553766,9.05810024669715,9.3319655283824,13.0976762567144,9.31433315823862,28.7150350608567
,74.4,59.060569260097,63.9974215235979,62.3218635673097,62.5044424390298,64.8238379346058,65.3295429302544,72.4265147907554,69.9541885971699,73.9458628371947,71.0332117473178,65.3264569815002,65.4539748623824,29.1982379980993,26.8976652183983,18.6613340411354,30.2800499429325,18.2573391415419,34.4999859823772,19.9341499406241,33.8762470475022,34.9437432038513,10.8561541158707,49.592679994044,20.9315332344429,15.0398876092686,20.1884648796945,36.2132932874848,21.3762571187586,10.6055020276263,23.7659526716249,17.1935072089563,16.0047296519171,26.4769813559426,21.6986668131633,18.1734892419822,15.5413301111222,22.2560142726744,18.9139313593057,23.3619606932331,25.0751387273978,21.4487816593203,19.2528061247901,22.5567757515679,17.2861856967658,10.8505088146906,20.1723976356942,20.7656823691671,10.802554702657,16.0296760166269,11.3958423316469,1.92724543702032,42.1354035083643,15.7524741746916,3.88027403702912,15.2520548313434,13.8971359088129,13.6614304659065,13.705194175984,18.1283168339009,13.5344215705228,31.1417400376536
,74.7,57.9614663043943,64.0173604390355,62.2041721283083,62.0608559032813,64.5133720821684,64.7223562455929,72.349004238506,68.8719957044822,73.8123526597519,71.0969879319242,65.8082990683634,65.901452451731,31.7754232934942,30.5412525710115,20.7476589867512,33.9984840172777,21.7637959278754,37.3230739728278,21.7155263386523,37.4901242805779,37.7496070208398,12.105089143044,53.1988475935075,23.4830443695135,19.1965892103326,24.6595576436833,39.2252893593083,24.7363191253989,14.7177772219184,26.4430258152765,20.2596109017846,20.4458645047587,29.1450897377975,25.6819475483428,21.7271916764433,19.4809707599537,25.2184615725891,22.7364778096652,25.661445460503,27.7766114164198,24.6324627350505,22.5152843433682,25.2486907113664,20.5407781640838,14.4957095921942,24.2013655996919,23.0796153270722,14.2309723829885,19.4052304734015,12.6180568150202,6.11903691347436,45.3109818156573,19.1710193341608,7.70713024923301,17.5515139214523,16.8249839836295,16.986091606625,17.9529671829209,21.9465030131528,17.126652412148,33.4607231392639
,75,58.2675462617004,64.1841110772977,61.5949524383382,61.3801839939221,63.7715342509453,64.0475025766633,72.433264384613,67.0361130579287,73.8181309332994,71.1471713749662,66.0190232957134,66.4612385009357,35.5698994501266,33.2624894700676,22.8333011452385,36.0660002135586,24.6045682627797,39.0684151877108,23.0225120291722,40.5892233472715,38.1219544779172,13.1755378288479,57.4771857456328,26.0877302692209,22.4287254056022,26.7983802215806,41.5616374920692,28.1721816352479,18.7055150517364,29.2201632641517,21.9438483621915,23.2372632984501,31.3467924003576,29.0709160683936,25.1469604464563,22.8755662191149,27.8547838493468,26.3143484489573,27.6673301844729,29.7499179699558,27.3352000832476,24.4849446422256,27.9839697988882,23.3771617223844,17.2423941350034,26.7705152054509,25.1433476818769,17.1812880228367,22.8995189004416,13.2870213115359,9.60130245415978,48.1977099543169,22.3516251545614,11.1454255671462,19.5266944835384,19.8756354205957,19.1164781440642,21.8256578734366,24.5009180473185,21.6108459774919,35.2269876842833
,75.3,59.1923755834142,64.5415486552745,60.9672904939348,61.9266546414512,63.6864026517725,63.7738980452495,72.7750496345487,66.160747310358,73.4519342897208,70.8343649267302,65.7752326122814,66.1121425833144,38.6423530616707,34.9242800880762,24.6706234613041,38.2870948966778,26.7528815820265,40.2035519480391,24.8388651779201,42.4125296526811,38.6329804729144,14.2772711511636,62.2304679886575,28.3045987425336,24.9633254774585,28.2295175828618,44.1263494665839,31.725742750991,22.3438828042987,32.4036356901886,23.1179586835115,25.6436784251334,33.6138970771585,32.107512983791,27.1279086817007,25.2818083178026,29.574393307696,29.0561403304722,29.9060443189959,31.3669749207317,30.1864139323118,26.8350614612748,29.4510767637447,25.5732349422317,20.0560075113992,28.4453278167215,25.5552640058994,20.1087022813018,26.1444940878295,14.7118528085559,12.6105882628286,50.129349236502,25.1544018972694,14.6705264269624,21.5586003965325,22.2610394050006,22.012669667173,24.9307828238989,26.8034267394076,24.9762597358606,37.5420277064289
,75.6,58.5718343917127,64.5067923340817,60.2853864945718,62.3382904282958,63.8068466001065,62.7574209321373,72.6162398237303,66.1027162157177,74.4487069703827,70.8596919219144,66.0071880286309,65.9207469051557,39.9238464963838,37.0382351332751,27.0005836012276,40.9169200447904,29.21060277864,41.3399231554735,26.5271788750025,44.882289453772,40.6580682438969,15.2326510787837,67.0847967244305,29.9206741967957,27.2656239089156,30.1547559917164,46.1593864574273,34.6081815051609,26.2206938476351,35.1527549372215,25.2792670726723,28.5854867405641,35.7960879713331,35.2047206213445,28.2283255758911,27.5196646259307,30.8227189560898,31.7360671647024,32.3543342423075,33.0009479452411,31.6056091835867,28.6687378162892,30.3644510533314,27.9378576982043,22.6893171138528,30.3803833536661,26.1779924985206,23.743399316052,28.2372230501174,14.6858498525942,15.685069196331,51.7501950835807,28.1731763920921,18.3710375035734,22.7051524580403,24.0017418607467,25.2371140533368,28.0272285831508,28.4476390817404,26.8054867586543,40.4709490325295
,75.9,58.6832770149637,65.1971868096064,59.7438952758968,61.6672384258273,63.5349990555305,61.7079778195987,72.2401715342386,66.2023304157411,76.7301564673619,72.2448013732522,66.8746142948766,66.3804162846534,41.4282395819002,39.1214403408912,30.10543078052,42.8452812820564,32.0756222495887,41.9057585938113,27.7805363765822,48.2724118708876,42.1345472458847,17.5946616071913,72.3367928020819,32.6936581208063,28.8040653330074,31.8324651620058,48.3280825990177,37.398264778768,30.2342723333013,37.6098568914585,27.2948020916887,31.2811704377651,37.5990650384243,38.0302060875389,29.921857374386,30.1069039357856,32.6635351526528,34.2056487294733,35.9391469574842,35.1461960913673,32.6740422298129,29.0508720307425,32.9573881577479,30.821224921912,25.2944780637966,31.9156599088632,27.3576340787205,27.7650761086367,30.5107350890163,14.6211889466567,19.9618292247698,53.5144786434783,30.7893152914708,21.9132996222341,23.7402513353214,26.72553091596,28.3140154185069,30.6128496053246,30.3323910428621,29.4607852762975,43.0179202826974
,76.2,60.5278840467256,67.4052625355853,59.9698532932882,61.1812684147128,63.3127315353712,61.7324050086607,72.4803306426717,68.5639064843741,78.982419369508,74.8115531873869,68.2072158329866,67.5983039752043,43.6022181607073,40.1532360018323,33.3528894505486,45.0191595961924,34.6819705413454,42.3201357920878,30.2850459621362,51.5108153301355,43.8807344082096,21.4377014818107,77.5437917666125,36.3614072492176,31.1467269187466,34.3551442407653,52.2979231565807,41.3688252881608,34.8552273336492,40.6353347602008,29.9342527529717,34.492085675598,40.7485453451456,41.0443228036318,32.6896283859624,31.8989135413498,34.7526151897644,37.1428817278938,40.5512152275886,37.4265208871873,34.5799372027157,30.9500292253542,35.6127232078417,33.2442861935383,28.4506261730701,34.0605188875395,28.0906503034616,32.3189942825131,34.3987360296884,17.1249932465535,25.0040608555751,55.7960770883013,33.543420912257,26.5448715430038,26.9446637441437,30.916703434228,32.1158502139014,32.9854936354699,33.3527263214616,32.1305651627921,45.8107909569962
,76.5,60.8098816825467,70.2451099849238,60.4809686187447,61.8303642348303,64.1608421897513,62.8937938200539,73.5757820102623,72.1696013577203,82.5542457558356,79.0394913526956,70.8460333355754,70.0512384887116,45.3885943448843,40.8838215643023,36.0215554176432,48.3958684489407,37.5224393698376,44.4566456842838,33.8918101460697,55.2808228225122,47.8592326530838,24.4465389171758,82.6845528204727,40.1236360496853,35.8253010682279,38.9805554439677,57.3917923115698,45.1073032421183,40.147829127946,44.9728352836828,35.0803333816352,39.5765105163908,45.0355885202729,45.161219492482,37.0671818533322,34.0307043030072,37.1454710716199,40.834777024581,44.5134192664868,40.2511986370174,36.122249488181,33.9961044088767,38.1199933488841,36.7123143617719,32.748707892373,37.1287625683402,29.4165650679914,37.4273150949531,39.0528585168136,20.4190931515537,31.0654916846746,59.1103387068231,36.8982275569446,32.5737926035161,31.5843713022571,36.0673888559531,36.9779866859951,36.5505748084655,36.9244412997354,34.2105854760621,48.7806935692549
,76.8,61.3299133798103,74.1189882948207,62.8371205340174,62.9634856112328,66.1690371389631,65.6977401982325,75.5204966221074,76.3518080521207,87.8807305012375,84.5658286784872,75.2069511173924,73.7988259489926,47.7164245005694,42.5748497970964,38.6693894720675,52.2578130474407,40.4101515601345,47.412403219927,37.2657846120315,59.3195572943582,52.8043487850509,28.4542045350702,87.5516697404974,45.305057110743,41.5411215470143,45.104037969442,62.9836835197712,48.9846287733032,45.75960380178,50.3130790498369,41.8217048396658,46.0186307221621,48.8147548211176,50.0459121733053,43.859168171569,37.6704145593194,40.3928269733041,44.0421740288487,48.6310564274335,43.3638250844217,38.5750055502234,36.8325579478998,42.4722683343407,41.0609086468355,37.588713701007,41.5161098760031,32.6532286571739,43.1340105545517,44.2090559655242,23.5707266445098,38.6415484692278,63.0876121596049,41.4421802235127,39.4055198012967,37.1009143261424,42.8533776422004,41.9561014831277,41.5284367308827,42.0612405127222,38.4150156070569,50.6939810529813
,77.1,64.1635206063093,79.5137478349816,67.4515854005947,65.1500303712563,70.4838736640266,70.6148926609535,79.4228545961348,81.8224963898816,93.0694165751999,90.0635693231658,80.3684769107431,78.751092471422,50.5857862229516,44.8943025116097,40.9919020513788,55.5761758648888,42.7719868785389,49.8530907510531,40.7355519786546,63.3793781356172,57.1078017851158,33.9279141768232,91.8915561465675,51.2967245820649,48.1767077335074,51.4304723047957,70.1573491110094,54.6056589993439,51.6690092444801,55.6494992937074,48.0402184159158,52.0992609609842,53.2803889877442,55.0826465354277,51.3494429155732,41.93913564848,44.2532049321373,46.7354917859084,52.7597367814176,46.0729527668241,42.0579696936869,40.7343032369693,47.5062076894197,45.1192034908492,42.7999159152982,47.0607675597141,36.9914577371986,48.8378251547217,51.2810368421843,28.9867604980916,46.5621983567583,67.7107552896751,46.5811390097768,46.8551131715945,44.1642652023745,50.8143875503972,48.1058558041953,48.4752515710956,49.416688428721,45.4505159689685,51.8910121155379
,77.4,66.5999173458838,84.657019190329,72.6316868597293,68.9399804524654,76.5650656213173,76.9950152713953,84.7777523320008,87.4449663336528,97.6306714039883,95.0439068420585,85.6844596484505,84.6216631916112,53.4959095730568,47.2891943954064,43.0690822870546,59.1396290626138,45.642162839729,54.065525863078,45.3566375271585,67.1257241293226,61.8541133269791,39.0340466964201,95.8227185685102,56.2436137801135,56.3811099853441,58.5103341979332,77.0269567823768,60.459098249674,57.7322444500906,61.3753873416039,54.9289881559563,58.4735551499968,59.1560585516387,61.4693082194854,58.5055904945263,47.2819782481988,48.143529460155,50.7852748471019,55.905646479531,48.9264592435308,45.2002937208548,45.8801087122955,52.1909321954341,49.5132280655738,48.7885201115034,53.0248042987,40.9535228476879,54.1846561131509,59.6154641949219,34.9605857867313,53.8191813649602,73.2939162510089,52.0725510622725,54.4325822348695,52.6317242704545,58.4792053890563,55.0710917701603,57.3941502273561,56.718872751195,52.93554373562,53.4172017877948
,77.7,68.6543192298217,88.6124409608459,77.9551584859286,73.967635058144,82.6132594800498,83.6604695501395,90.1041088822031,91.6474091839552,101.793944059728,99.0720455838493,90.6500711909278,89.6559164225954,56.0764069529648,51.4431017698829,45.9109843645687,62.9937936515745,48.3855454938591,59.0125079944299,49.2179062932363,70.0441686795561,67.3271161003839,42.7995855948107,99.1110082883046,60.0809676569378,63.4932745277001,64.8742666640737,81.817701249588,65.2533830403335,62.5446355046955,67.0166630912812,62.3547688772415,65.5617414938604,64.3107353697176,67.6115984807751,65.2418017530296,53.7612148829375,52.0111659037923,53.7271528246386,58.424720118057,52.0807388191103,49.0641039901588,50.1990198063011,57.4963559503883,54.9758280772242,54.68186403639,58.7758524085962,44.499645335078,58.9393769097264,66.242174692516,38.7396810338818,60.2195798345737,78.6991500038857,57.5297185594023,60.5218458721311,59.8838215566101,65.4352280749769,61.412669211944,66.4315293243429,64.1327118367605,60.978806745393,54.4366316415655
,78,72.8897715502406,92.3420528598164,83.5473212312743,79.5870612339149,87.8783244421982,89.2272454311014,94.5048212734213,95.4815238803059,104.903958416746,101.432176908304,94.8119781079835,93.6286948575069,58.7766846040591,56.9148628162899,49.5724423096668,66.392167415119,51.0808505526749,63.2949176990079,52.1910176032585,72.3666130336214,71.3278127066891,46.8870171471891,101.207357205675,63.3498383031057,68.6818941344173,69.2628700666751,85.678292705774,69.5618769674498,66.3376094405135,70.6233135569011,66.9635826026907,70.372995937521,68.3396612293067,72.1416770334728,69.7815165297313,60.2335612215973,55.9272930308335,54.7585710576918,61.7809793740751,55.4736140416812,54.0649733987135,53.9517156990377,62.8706315980979,59.61637068582,59.7491687285141,63.9830695726279,47.810738284713,63.0815010442681,70.868066552955,42.1312004940597,65.4594727167728,83.5384392358458,62.3585378606661,64.9087689853413,65.1936095024159,71.3258530643179,67.612803578067,74.7940443397969,71.8783658215017,69.2335252239044,55.2621379867526
,78.3,77.0360600814115,94.8735713239154,87.45203013766,84.1459345396246,92.3695796091484,92.927240259009,98.2184168321794,98.399024356695,106.574249760073,102.6694277602,97.9735380388299,97.3783024874465,61.3729770179718,61.4037666317334,53.0989569594819,68.6551751438208,53.7374565682649,67.9402121828004,56.040614444657,75.0130456281255,74.2480075159161,50.2102397367891,102.868517123587,65.2662183447156,72.799035665617,72.6496627364467,88.3538135985553,72.9610910144597,69.4274873057386,72.6304814037762,69.642649294759,73.3654764789244,72.0284540568762,75.5388947235226,72.1251785421191,66.2182074130129,59.5526110940976,56.0752589069864,65.0551513178651,58.9337235594705,57.8509647620791,58.1395651033311,67.125332971731,63.1671001978299,63.5885577897346,67.851633749098,49.8326846564703,66.6510593685202,75.386935972882,45.3744515784151,68.5101167212758,88.817061980159,65.463520996975,68.4398712917482,69.5064872371645,75.2137327099916,73.2156604779296,81.7545673019131,77.4564573651939,75.751438797408,57.3909646683705
,78.6,79.6388560541972,95.9392689891155,88.7533185230524,87.6156166639656,94.7474533282451,95.2176030468255,100.979880938752,99.6331721126785,106.894342144828,103.257788555693,99.9782530217072,99.5507490118706,63.4330151389289,64.7908692794488,56.6674029797866,70.8617329267353,56.6368078867108,72.0234933554411,59.4644349749369,76.3575307336974,77.0846027063953,51.9768032197358,104.656620818859,66.6227290803208,75.030268853248,75.3038105371341,88.9973722714079,74.9345902284707,71.5373082145572,74.7950690422575,72.1291642492736,76.7229188526805,74.8992252823414,78.0458033923541,74.2566630183346,71.2008780149834,61.9995281642133,58.1709505365086,67.7991351002525,62.080428884639,61.212705963451,60.8858692256198,70.5570890688582,66.153020664301,66.5396684483596,70.2062020345492,50.4945794363211,69.161304880371,78.192793612224,46.8012376776037,70.7093490923902,94.1921120217648,67.2486173956759,71.3239621397891,72.5338691721402,77.8340749992699,76.6908954753977,85.9039217175562,81.0566572037025,80.4207897306623,59.188609795785
,78.9,82.3655201420532,96.1534655928358,89.7052332252537,90.4824681169426,95.0253105036664,96.1857388878843,101.969535448077,100.476374765604,106.885381275544,103.308762388007,100.979043414004,100.09131694854,65.7630940479792,68.3018801194955,59.7398488060742,73.0784412416453,58.1004179048377,73.7747686089669,61.681582267391,77.003469208589,78.4857996111494,52.9257613282666,105.627949780984,67.6228716029319,75.9228802472182,76.3675896270939,89.2450384128161,76.4420413500627,73.3754562078773,76.4692721408284,73.4379086404474,78.9296512131205,76.1337462592066,79.1194973838151,76.3774652560479,74.0656999462455,63.5980861254687,58.8663514248062,70.2227051087274,64.7678267915429,64.7708617522462,62.4636180832459,72.8491487750997,67.7252695197024,68.8895970469063,71.7007381796062,51.6206115367661,70.8638140170323,78.7883648436573,47.5736367274347,72.5664667469357,98.7934973021504,69.5080921687668,73.2617184821093,73.6791841840924,79.7349041616337,78.944338183501,87.9470180582083,83.6678645861715,83.6487485086381,60.2314638273149
,79.2,84.1520936830718,96.5021525534038,90.2098045571355,91.6110530696771,95.2685663389256,95.8104490927521,101.952888994152,101.384043152967,106.967429791985,103.464473092258,101.293918893176,100.822025082372,67.8155661279,69.76892229088,61.2919483646503,74.2665749489441,58.9503851038294,74.9050812417132,64.6102178906909,78.0474778111572,78.5851562629371,53.8183621774643,105.03203774468,68.5123468182727,77.0343318240862,76.591549869663,89.6891336365824,76.847048765448,75.1530585768423,77.6005738439056,73.577178974363,79.0487032791924,76.5009696916637,79.4418928501758,77.5160306948485,76.3019103316712,64.7358359277833,58.7531713990925,72.3188551916216,67.0073411193063,67.1826157069677,63.8469726750524,74.0980152987405,67.9025263376959,70.2759164862312,72.4052068934858,53.0819014252679,71.9094344054628,79.8755725382286,48.6605384147183,73.8263553407215,103.307595782866,70.7621283941677,74.7216081285956,74.1368089725753,80.9947507148706,81.029720165244,89.1627348133485,84.5935239784963,85.7381559767379,61.2180063585231
